sample_id,image_path,scene_id,utterance_idx,text,label_text,label_id,split,num_faces,face_paths,face_prob_negative,face_prob_neutral,face_prob_positive,face_detected_flag,num_faces_norm,image_prob_negative,image_prob_neutral,image_prob_positive
train-u0008539,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8539.jpg,train-877,8539,Dai Lo! Dai Lo! White Tigers!,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008539__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008539__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008539__face2.jpg']",0.2818650866666667,0.30786259,0.41027232666666663,1,0.6,0.34024918,0.3292429,0.33050793
train-u0008540,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8540.jpg,train-877,8540,Steven!,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008540__face0.jpg'],0.3171081,0.31139216,0.3714998,1,0.2,0.3639459,0.34320393,0.29285017
train-u0008541,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8541.jpg,train-877,8541,Steven! Steven! Steven!,negative,0,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.36298487,0.31057826,0.32643688
train-u0008542,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8542.jpg,train-877,8542,Stay awake! Steven!,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.33479416,0.36842504,0.29678082
train-u0008543,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8543.jpg,train-877,8543,Open your eyes! Open your eyes! Open your eyes!,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.37377965,0.32229006,0.30393025
train-u0008544,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8544.jpg,train-877,8544,Open your eyes! Steven! Open your eyes! Stay with me.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008544__face0.jpg'],0.32667506,0.30793017,0.36539474,1,0.2,0.33541116,0.35657683,0.30801207
train-u0008545,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8545.jpg,train-877,8545,You did good tonight.,positive,2,train,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008545__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008545__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008545__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008545__face3.jpg']",0.27747874,0.3790318625,0.34348941,1,0.8,0.30452883,0.37891072,0.3165605
train-u0008546,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8546.jpg,train-877,8546,"From now on, you're in charge of collections.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008546__face0.jpg'],0.26907685,0.41261524,0.3183079,1,0.2,0.3292541,0.36166155,0.3090844
train-u0008547,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8547.jpg,train-878,8547,"Look, I just wanna see you guys stay alive, okay?",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008547__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008547__face1.jpg']",0.29884302500000004,0.41835054,0.282806445,1,0.4,0.3304991,0.4016133,0.26788762
train-u0008548,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8548.jpg,train-878,8548,Pathetic.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008548__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008548__face1.jpg']",0.27585259,0.45274981999999997,0.27139758,1,0.4,0.3376753,0.37902617,0.28329855
train-u0008549,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8549.jpg,train-878,8549,"Let me guess, you heard nothing, saw nothing",neutral,1,train,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008549__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008549__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008549__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008549__face3.jpg']",0.291399705,0.42296134,0.28563894749999996,1,0.8,0.35111523,0.33767605,0.31120878
train-u0008550,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8550.jpg,train-878,8550,"Help me out, little brother.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008550__face0.jpg'],0.3390903,0.4167746,0.24413513,1,0.2,0.3341116,0.36827037,0.29761812
train-u0008551,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8551.jpg,train-878,8551,"Go fuck yourself, big brother.",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008551__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008551__face1.jpg']",0.256796485,0.47796335999999995,0.26524016,1,0.4,0.32312784,0.37159538,0.30527678
train-u0008552,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8552.jpg,train-878,8552,"If you think of anything, call me.",negative,0,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.36192435,0.32908198,0.30899367
train-u0008553,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8553.jpg,train-878,8553,Hey.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008553__face0.jpg'],0.3003064,0.34161314,0.35808042,1,0.2,0.36937714,0.31325433,0.31736854
train-u0008554,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8554.jpg,train-878,8554,"You know, Big Nose going to be all right",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008554__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008554__face1.jpg']",0.34847744,0.27721183,0.37431072,1,0.4,0.36105552,0.32202464,0.31691977
train-u0008555,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8555.jpg,train-878,8555,"You probably don't know this, but",negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008555__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008555__face1.jpg']",0.33650833,0.292304115,0.37118752,1,0.4,0.3589583,0.32393837,0.31710336
train-u0008556,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8556.jpg,train-878,8556,Can I?,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008556__face0.jpg'],0.3059709,0.43552864,0.25850052,1,0.2,0.3220681,0.36794373,0.3099881
train-u0008557,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8557.jpg,train-878,8557,"Our entire life is mapped out in the eyes,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008557__face0.jpg'],0.26898584,0.42502242,0.3059918,1,0.2,0.31864783,0.38195798,0.29939422
train-u0008558,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8558.jpg,train-878,8558,It tells how your life will end,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008558__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008558__face1.jpg']",0.38738328,0.34944359999999997,0.26317311,1,0.4,0.33078983,0.3676146,0.30159554
train-u0008559,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8559.jpg,train-878,8559,Lies do not come easily for you.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008559__face0.jpg'],0.36074913,0.37734365,0.26190725,1,0.2,0.35459113,0.33945644,0.3059524
train-u0008560,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8560.jpg,train-878,8560,"If you live past this year, you'll live a long life.",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008560__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008560__face1.jpg']",0.37572829,0.36383415,0.260437575,1,0.4,0.3422646,0.3541178,0.30361763
train-u0008561,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8561.jpg,train-878,8561,Authorities say a Venezuelan trawler,negative,0,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.367788,0.31846994,0.3137421
train-u0008562,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8562.jpg,train-879,8562,I think we tell the families it was an act of God,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008562__face0.jpg'],0.31944463,0.32506755,0.35548785,1,0.2,0.35038814,0.33020172,0.3194102
train-u0008563,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8563.jpg,train-879,8563,Winning at mahjong doesn't mean winning every hand.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008563__face0.jpg'],0.38710612,0.32665905,0.28623486,1,0.2,0.34967828,0.31975618,0.33056548
train-u0008564,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8564.jpg,train-879,8564,"How many Chinese are there, Paul,",negative,0,train,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008564__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008564__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008564__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008564__face3.jpg']",0.3795321025,0.32563756,0.2948303225,1,0.8,0.36035967,0.32097703,0.31866336
train-u0008565,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8565.jpg,train-879,8565,"Now this, Sam, this is different.",neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.39120945,0.27779067,0.33099988
train-u0008566,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8566.jpg,train-879,8566,They ran the fucking boat right up onto the beach.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008566__face0.jpg'],0.37122196,0.29147992,0.33729815,1,0.2,0.39463082,0.27634466,0.3290245
train-u0008567,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8567.jpg,train-879,8567,Don't you get it? They're like rats.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008567__face0.jpg'],0.35211867,0.30279985,0.34508148,1,0.2,0.39247048,0.274606,0.3329236
train-u0008568,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8568.jpg,train-879,8568,"You let one in, you get 10. The next month, that 10 turns into 100!",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008568__face0.jpg'],0.35064417,0.31007355,0.3392823,1,0.2,0.39151073,0.2806188,0.32787055
train-u0008569,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8569.jpg,train-879,8569,"Yeah, no, I will.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008569__face0.jpg'],0.3312798,0.27854124,0.39017895,1,0.2,0.35585538,0.32308653,0.3210581
train-u0008570,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8570.jpg,train-879,8570,You all right?,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008570__face0.jpg'],0.35164785,0.31451008,0.3338421,1,0.2,0.3610242,0.34189934,0.29707655
train-u0008571,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8571.jpg,train-879,8571,I was nine when my mother died.,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.3605376,0.3386817,0.30078065
train-u0008572,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8572.jpg,train-879,8572,I can still remember her eyes. She was so scared.,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.35865644,0.33496317,0.30638036
train-u0008573,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8573.jpg,train-880,8573,More than any Dragon ever!,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008573__face0.jpg'],0.34578693,0.3700176,0.2841955,1,0.2,0.36928362,0.32617098,0.30454543
train-u0008574,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8574.jpg,train-880,8574,"I swear to you on my honor,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008574__face0.jpg'],0.35991877,0.36823416,0.27184707,1,0.2,0.356307,0.31796235,0.32573065
train-u0008575,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8575.jpg,train-880,8575,"On the streets,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008575__face0.jpg'],0.38250357,0.25076383,0.36673257,1,0.2,0.32723644,0.37440705,0.2983565
train-u0008576,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8576.jpg,train-880,8576,"There were always the back and forths,",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008576__face0.jpg'],0.38260478,0.23793204,0.37946323,1,0.2,0.3324652,0.3710269,0.29650795
train-u0008577,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8577.jpg,train-880,8577,"When the White Tigers shot up our place,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008577__face0.jpg'],0.34895635,0.27789834,0.3731453,1,0.2,0.33517054,0.34894145,0.31588802
train-u0008578,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8578.jpg,train-880,8578,We were more than happy to return the favor.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008578__face0.jpg'],0.36691463,0.29070288,0.34238243,1,0.2,0.34597206,0.34007937,0.31394863
train-u0008579,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8579.jpg,train-880,8579,et's rock 'n' roll!,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008579__face0.jpg'],0.25622508,0.4866383,0.25713667,1,0.2,0.3575786,0.3451134,0.29730797
train-u0008580,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8580.jpg,train-880,8580,"It's a trap, motherfucker!",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008580__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008580__face1.jpg']",0.3422053,0.344809425,0.312985285,1,0.4,0.34020168,0.3400765,0.31972176
train-u0008581,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8581.jpg,train-880,8581,Let's go!,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008581__face0.jpg'],0.37670356,0.23783621,0.38546026,1,0.2,0.32630304,0.36982137,0.30387554
train-u0008582,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8582.jpg,train-880,8582,"You ain't shit, I Chung.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008582__face0.jpg'],0.26336932,0.38922107,0.34740955,1,0.2,0.32950476,0.37952316,0.2909721
train-u0008583,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8583.jpg,train-880,8583,You Dragons ain't shit.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008583__face0.jpg'],0.27624166,0.36091492,0.36284345,1,0.2,0.32890218,0.37589532,0.29520246
train-u0008584,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8584.jpg,train-880,8584,We Tigers wipe our asses with you pieces of shit.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008584__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008584__face1.jpg']",0.26974524,0.39441941,0.33583536999999997,1,0.4,0.32654124,0.3898886,0.2835702
train-u0008585,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8585.jpg,train-881,8585,Cause he's Asian,negative,0,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.3874942,0.29144254,0.32106322
train-u0008586,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8586.jpg,train-881,8586,I hear your boys have been playing a little rough lately,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.32711637,0.36265144,0.3102322
train-u0008587,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8587.jpg,train-881,8587,You look familiar,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008587__face0.jpg'],0.24094218,0.50550544,0.25355238,1,0.2,0.3197605,0.37035337,0.30988613
train-u0008588,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8588.jpg,train-881,8588,Look at this. Can't be good for business.,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.33972812,0.36799234,0.2922795
train-u0008589,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8589.jpg,train-881,8589,"Do you know what bo ying means, Detective?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008589__face0.jpg'],0.30991903,0.40170607,0.28837478,1,0.2,0.33427724,0.3752742,0.2904485
train-u0008590,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8590.jpg,train-881,8590,What goes around comes around.,neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.34453288,0.36267066,0.29279643
train-u0008591,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8591.jpg,train-881,8591,"Bringing me in,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008591__face0.jpg'],0.3358244,0.37665635,0.2875192,1,0.2,0.34067753,0.38428023,0.2750422
train-u0008592,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8592.jpg,train-881,8592,How the hell you eat with those damn things is beyond me.,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008592__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008592__face1.jpg']",0.25561773,0.424640195,0.319742085,1,0.4,0.3423938,0.32714018,0.33046606
train-u0008593,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8593.jpg,train-881,8593,"You know, they're coming, Sam.",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008593__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008593__face1.jpg']",0.26332365,0.42047690000000004,0.31619946499999996,1,0.4,0.33828777,0.33090845,0.33080378
train-u0008594,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8594.jpg,train-881,8594,Whether you want to believe it or not.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008594__face0.jpg'],0.24008368,0.4658077,0.29410866,1,0.2,0.3340708,0.35985374,0.30607548
train-u0008595,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8595.jpg,train-881,8595,"In case you forgot, let me remind you, we're the FBI.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008595__face0.jpg'],0.2696451,0.47748926,0.25286567,1,0.2,0.3359006,0.36046967,0.3036297
train-u0008596,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8596.jpg,train-882,8596,They put every convicted criminal they had on a boat to Ellis Island.,negative,0,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008596__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008596__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008596__face2.jpg']",0.25119359,0.44564229000000005,0.30316410666666666,1,0.6,0.34250277,0.32682282,0.33067438
train-u0008597,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8597.jpg,train-882,8597,"There's guys in Flushing right now,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008597__face0.jpg'],0.23074847,0.5073093,0.26194227,1,0.2,0.3435406,0.36496404,0.29149532
train-u0008598,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8598.jpg,train-882,8598,"And just like the Jews and the Irish or the Italians before them,",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008598__face0.jpg'],0.2219154,0.49332497,0.28475964,1,0.2,0.33462584,0.37033993,0.2950343
train-u0008599,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8599.jpg,train-882,8599,"And there is, and it's about to become a crime problem.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008599__face0.jpg'],0.227877,0.5193269,0.25279614,1,0.2,0.3431646,0.35818896,0.29864642
train-u0008600,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8600.jpg,train-882,8600,You listen to yourself?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008600__face0.jpg'],0.23284468,0.49005944,0.27709588,1,0.2,0.34450826,0.3571732,0.29831848
train-u0008601,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8601.jpg,train-882,8601,"If you wanna investigate a couple of delivery boys, you go right ahead.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008601__face0.jpg'],0.25102222,0.50037694,0.24860084,1,0.2,0.33966556,0.36148387,0.29885057
train-u0008602,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\8602.jpg,train-882,8602,But don't do it on government time.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0008602__face0.jpg'],0.23416406,0.51532125,0.25051472,1,0.2,0.3391699,0.36160213,0.29922795
