sample_id,image_path,scene_id,utterance_idx,text,label_text,label_id,split,num_faces,face_paths
train-u0006898,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6898.jpg,train-710,6898,Hmm.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006898__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006898__face1.jpg']"
train-u0006899,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6899.jpg,train-710,6899,"Uh,my post is up on the chair.",negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006899__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006899__face1.jpg']"
train-u0006900,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6900.jpg,train-710,6900,"Oh. All right,I'll leave you the news.",negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006900__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006900__face1.jpg']"
train-u0006901,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6901.jpg,train-710,6901,"Hey,I'm going around the corner for a beer. You wanna come?",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006901__face0.jpg']
train-u0006902,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6902.jpg,train-710,6902,"Nah,I've gotta wait for a customer.",negative,0,train,0,[]
train-u0006903,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6903.jpg,train-711,6903,I knew you'd like them.,positive,2,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006903__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006903__face1.jpg']"
train-u0006904,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6904.jpg,train-711,6904,"How was your day,Mane'?",positive,2,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006904__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006904__face1.jpg']"
train-u0006905,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6905.jpg,train-711,6905,It was good. It was really good.,positive,2,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006905__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006905__face1.jpg']"
train-u0006906,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6906.jpg,train-711,6906,It was the best day I've had in a long time.,positive,2,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006906__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006906__face1.jpg']"
train-u0006907,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6907.jpg,train-711,6907,Good. You work so hard.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006907__face0.jpg']
train-u0006908,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6908.jpg,train-711,6908,"How was your day, Ma?",positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006908__face0.jpg']
train-u0006909,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6909.jpg,train-712,6909,"Thank vou,",negative,0,train,0,[]
train-u0006910,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6910.jpg,train-712,6910,Hey man. What can we get ya?,positive,2,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006910__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006910__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006910__face2.jpg']"
train-u0006911,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6911.jpg,train-712,6911,I'll have a light beer.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006911__face0.jpg']
train-u0006912,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6912.jpg,train-712,6912,No light beer.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006912__face0.jpg']
train-u0006913,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6913.jpg,train-712,6913,Here is the beer list.,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006913__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006913__face1.jpg']"
train-u0006914,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6914.jpg,train-712,6914,Here is our cocktail list. Why don't you check that out.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006914__face0.jpg']
train-u0006915,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6915.jpg,train-713,6915,"No,it definitely wasn't your girlfriend.",negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006915__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006915__face1.jpg']"
train-u0006916,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6916.jpg,train-713,6916,"Well,how do you know that?",negative,0,test,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006916__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006916__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006916__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006916__face3.jpg']"
train-u0006917,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6917.jpg,train-713,6917,Because it was a guy.,negative,0,test,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006917__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006917__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006917__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006917__face3.jpg']"
train-u0006918,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6918.jpg,train-713,6918,Wham? A quy? Are you kidding me?,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006918__face0.jpg']
train-u0006919,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6919.jpg,train-713,6919,It's OK. I don't care. I think it's hot.,positive,2,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006919__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006919__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006919__face2.jpg']"
train-u0006920,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6920.jpg,train-713,6920,You.... . You do?,neutral,1,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006920__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006920__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006920__face2.jpg']"
train-u0006921,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6921.jpg,train-713,6921,Mm-hm.,positive,2,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006921__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006921__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006921__face2.jpg']"
train-u0006922,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6922.jpg,train-713,6922,Huh.,negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006922__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006922__face1.jpg']"
train-u0006923,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6923.jpg,train-714,6923,What?,neutral,1,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006923__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006923__face1.jpg']"
train-u0006924,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6924.jpg,train-714,6924,Who died or are you just making some shit up.,negative,0,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006924__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006924__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006924__face2.jpg']"
train-u0006925,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6925.jpg,train-714,6925,My mother.,negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006925__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006925__face1.jpg']"
train-u0006926,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6926.jpg,train-714,6926,"Oh,man. I'm sorry to hear that.",neutral,1,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006926__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006926__face1.jpg']"
train-u0006927,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6927.jpg,train-714,6927,"She leave you any money,man?",negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006927__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006927__face1.jpg']"
train-u0006928,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6928.jpg,train-714,6928,"No,right? Figures.",negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006928__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006928__face1.jpg']"
train-u0006929,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6929.jpg,train-714,6929,Ain't that just like a woman?,negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006929__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006929__face1.jpg']"
train-u0006930,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6930.jpg,train-714,6930,Do you have your ticket?,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006930__face0.jpg']
train-u0006931,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6931.jpg,train-714,6931,Do I look like I got my ticket man?,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006931__face0.jpg']
train-u0006932,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6932.jpg,train-714,6932,Just go back there and cet my shoes,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006932__face0.jpg']
train-u0006933,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6933.jpg,train-715,6933,But you'll be sorry.,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006933__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006933__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006933__face2.jpg']"
train-u0006934,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6934.jpg,train-715,6934,I heard somebody's not cooperating,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006934__face0.jpg']
train-u0006935,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6935.jpg,train-715,6935,I'm gonna make this easy. The watches.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006935__face0.jpg']
train-u0006936,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6936.jpg,train-715,6936,"You gotta know,you can't hide looking the way you do.",neutral,1,train,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006936__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006936__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006936__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006936__face3.jpg']"
train-u0006937,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6937.jpg,train-715,6937,I'm gonna take my chances. The watches.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006937__face0.jpg']
train-u0006938,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6938.jpg,train-715,6938,There's a fake wall behind the bathroom mirror.,negative,0,train,11,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face3.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face4.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face5.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face6.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face7.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face8.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face9.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006938__face10.jpg']"
train-u0006939,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6939.jpg,train-715,6939,"So,here's how we're gonna do this.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006939__face0.jpg']
train-u0006940,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6940.jpg,train-716,6940,You might wanna stay out here. It's..,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006940__face0.jpg']
train-u0006941,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6941.jpg,train-716,6941,It's pretty ugly in there.,neutral,1,train,0,[]
train-u0006942,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6942.jpg,train-716,6942,What the hell?,neutral,1,train,0,[]
train-u0006943,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6943.jpg,train-716,6943,The body was right here.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006943__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006943__face1.jpg']"
train-u0006944,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6944.jpg,train-716,6944,There was blood everywhere.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006944__face0.jpg']
train-u0006945,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6945.jpg,train-716,6945,He was dead I swear.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006945__face0.jpg']
train-u0006946,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6946.jpg,train-716,6946,Wh.. Where are my shoes?,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006946__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006946__face1.jpg']"
train-u0006947,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6947.jpg,train-716,6947,There was a blue bag here with my shoes in it,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006947__face0.jpg']
train-u0006948,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6948.jpg,train-716,6948,A.. And a gun.,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006948__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006948__face1.jpg']"
train-u0006949,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6949.jpg,train-716,6949,And my Taser.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006949__face0.jpg']
train-u0006950,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6950.jpg,train-716,6950,Where's my Taser? It's all gone.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006950__face0.jpg']
train-u0006951,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6951.jpg,train-716,6951,In fact there was a whole cache of guns! What the hell?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006951__face0.jpg']
train-u0006952,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6952.jpg,train-717,6952,"You have not seen this before,trust me.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006952__face0.jpg']
train-u0006953,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6953.jpg,train-717,6953,"Oh,yes I have and you know with who? Your father.",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006953__face0.jpg']
train-u0006954,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6954.jpg,train-717,6954,My father?,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006954__face0.jpg']
train-u0006955,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6955.jpg,train-717,6955,Yeah.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006955__face0.jpg']
train-u0006956,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6956.jpg,train-717,6956,He was acting just like you are before he took off.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006956__face0.jpg']
train-u0006957,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6957.jpg,train-717,6957,What are you saying?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006957__face0.jpg']
train-u0006958,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6958.jpg,train-717,6958,"Listen your old man,he got into some trouble",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006958__face0.jpg']
train-u0006959,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6959.jpg,train-717,6959,You knew this all this time and you didn't tell me?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006959__face0.jpg']
train-u0006960,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6960.jpg,train-717,6960,How come you didn't tell me?,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006960__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006960__face1.jpg']"
train-u0006961,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6961.jpg,train-717,6961,He made me promise not to.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006961__face0.jpg']
train-u0006962,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6962.jpg,train-717,6962,He what?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006962__face0.jpg']
train-u0006963,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6963.jpg,train-717,6963,He said that I was the only one he could trust.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006963__face0.jpg']
train-u0006964,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6964.jpg,train-717,6964,What.. the hell are you doing kid?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006964__face0.jpg']
train-u0006965,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\6965.jpg,train-717,6965,"New rules, Jimmy!",negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0006965__face0.jpg']
